longdist;local;int_disc;billtype;pay;gender;marital;income;agecat;churn
2-8;21-35;Да;Бесплатный;CH;Женский;Женат;27170,6;46-58;1
2-8;21-35;Да;Бесплатный;CH;Женский;Женат;96519,1;46-58;1
2-8;21-35;Да;Бесплатный;CH;Женский;Женат;17047,2;46-58;1
2-8;21-35;Нет;Бесплатный;CC;Женский;Женат;18569,2;59-70;0
2-8;21-35;Да;Бесплатный;CH;Мужской;Женат;94665,2;59-70;0
2-8;21-35;Да;Бесплатный;CC;Женский;Одинокий;68608;59-70;1
2-8;21-35;Да;Бесплатный;CC;Женский;Одинокий;98226,2;59-70;1
2-8;21-35;Да;Бесплатный;CH;Мужской;Женат;20552,6;59-70;0
2-8;21-35;Нет;Бесплатный;CC;Женский;Женат;85980,9;59-70;0
2-8;21-35;Да;Бесплатный;CH;Мужской;Женат;8854,31;59-70;0
2-8;21-35;Нет;Бесплатный;CC;Женский;Женат;60156,9;59-70;0
2-8;21-35;Да;Бесплатный;CC;Женский;Одинокий;15906;59-70;1
2-8;21-35;Нет;Бюджетный;Auto;Женский;Женат;92198,8;71+;1
2-8;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;80869,8;71+;1
2-8;21-35;Нет;Бюджетный;Auto;Женский;Женат;12389,3;71+;1
2-8;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;2502,74;71+;1
2-8;21-35;Нет;Бюджетный;Auto;Женский;Женат;21747,7;71+;1
2-8;21-35;Нет;Бесплатный;CH;Мужской;Одинокий;37113,6;71+;1
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;42630;31-45;0
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;32238,2;31-45;0
2-8;21-35;Нет;Бесплатный;CC;Женский;Женат;58979,3;31-45;1
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;50860,7;31-45;0
2-8;21-35;Нет;Бесплатный;CC;Женский;Женат;52921;31-45;1
2-8;21-35;Нет;Бесплатный;CC;Женский;Женат;90866,5;46-58;1
2-8;21-35;Нет;Бюджетный;CC;Женский;Одинокий;51662,2;31-45;0
2-8;21-35;Нет;Бюджетный;CC;Женский;Одинокий;4054,55;31-45;0
2-8;21-35;Нет;Бюджетный;CC;Женский;Одинокий;69341,7;31-45;0
2-8;21-35;Да;Бесплатный;CC;Женский;Одинокий;8014,59;46-58;1
2-8;21-35;Нет;Бесплатный;Auto;Женский;Же&нат;92353,3;46-58;0
2-8;21-35;Нет;Бесплатный;Auto;Женский;Же&нат;92353,3;46-58;0
2-8;21-35;Нет;Бесплатный;Auto;Женский;Женат;29609,7;46-58;0
2-8;21-35;Да;Бесплатный;CC;Женский;Одинокий;47131,5;46-58;1
2-8;21-35;Да;Бесплатный;CC;Женский;Одинокий;56016;46-58;1
2-8;21-35;Нет;Бюджетный;CH;Мужской;Одинокий;3193,6;59-70;1
2-8;21-35;Нет;Бюджетный;CH;Мужской;Одинокий;51014;59-70;1
2-8;21-35;Да;Бесплатный;CC;Мужской;Женат;25298,6;59-70;0
2-8;21-35;Да;Бесплатный;CC;Мужской;Женат;64789,8;59-70;0
2-8;21-35;Нет;Бюджетный;CH;Мужской;Одинокий;28197,3;59-70;1
2-8;21-35;Да;Бесплатный;CC;Мужской;Женат;21893,6;59-70;0
2-8;21-35;Да;Бюджетный;CC;Мужской;Женат;90866,5;71+;0
2-8;21-35;Да;Бюджетный;CC;Мужской;Женат;29597,1;71+;0
2-8;21-35;Да;Бюджетный;CC;Мужской;Женат;88023,2;71+;0
2-8;21-35;Нет;Бюджетный;CC;Мужской;Женат;97341,4;31-45;0
2-8;21-35;Нет;Бюджетный;CC;Мужской;Женат;48457,6;31-45;0
2-8;21-35;Нет;Бюджетный;CC;Мужской;Женат;78994,1;31-45;0
2-8;21-35;Нет;Бесплатный;CH;Женский;Женат;85627,9;31-45;1
2-8;21-35;Нет;Бесплатный;CH;Женский;Женат;92981,2;31-45;1
2-8;21-35;Нет;Бюджетный;CC;Женский;Женат;56421,8;31-45;1
2-8;21-35;Нет;Бюджетный;CC;Женский;Женат;33912,4;31-45;0
2-8;21-35;Нет;Бюджетный;CC;Женский;Женат;72996;31-45;1
2-8;21-35;Нет;Бюджетный;CC;Женский;Женат;31672,4;31-45;1
2-8;21-35;Нет;Бюджетный;CC;Женский;Женат;95261,8;31-45;0
2-8;21-35;Нет;Бесплатный;CH;Женский;Женат;49453,8;31-45;1
2-8;21-35;Нет;Бюджетный;CC;Женский;Женат;36415,3;31-45;0
2-8;21-35;Нет;Бесплатный;CC;Женский;Женат;97928,4;46-58;1
2-8;21-35;Нет;Бесплатный;CC;Женский;Женат;47893,1;46-58;1
2-8;21-35;Нет;Бесплатный;CC;Женский;Женат;45612,9;46-58;1
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;43378,2;59-70;1
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;29277,8;59-70;1
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;56438,9;59-70;1
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;93476,6;59-70;1
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;37443,6;59-70;1
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;91659,9;59-70;1
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;69864;71+;0
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;32005,6;71+;0
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;37809,7;71+;0
2-8;21-35;Нет;Бесплатный;Auto;Женский;Женат;19854,2;31-45;1
2-8;21-35;Нет;Бесплатный;Auto;Женский;Женат;22198,1;31-45;1
2-8;21-35;Нет;Бесплатный;Auto;Женский;Женат;38687,2;46-58;1
2-8;21-35;Нет;Бюджетный;CH;Женский;Женат;54670,4;<31;0
2-8;21-35;Нет;Бюджетный;CH;Женский;Женат;23695,6;<31;0
2-8;21-35;Нет;Бюджетный;CH;Женский;Женат;14865,8;<31;0
2-8;21-35;Нет;Бюджетный;CC;Женский;Женат;57549,5;31-45;1
2-8;21-35;Нет;Бюджетный;CC;Женский;Женат;11947,3;31-45;1
2-8;21-35;Нет;Бюджетный;CC;Женский;Одинокий;14271,8;31-45;1
2-8;21-35;Нет;Бюджетный;CC;Женский;Одинокий;92103,8;31-45;1
2-8;21-35;Нет;Бюджетный;CC;Женский;Одинокий;80066,3;31-45;1
2-8;21-35;Нет;Бюджетный;CC;Женский;Женат;81360,6;31-45;1
2-8;21-35;Нет;Бюджетный;CC;Мужской;Женат;98226,2;46-58;0
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;23684,1;46-58;0
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;7320,73;46-58;0
2-8;21-35;Нет;Бюджетный;CC;Мужской;Женат;79972,6;46-58;0
2-8;21-35;Нет;Бюджетный;CC;Мужской;Женат;62150,4;46-58;0
2-8;21-35;Нет;Бесплатный;CC;Мужской;Женат;95182,1;46-58;0
2-8;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;47732;59-70;0
2-8;21-35;Нет;Бесплатный;CC;Женский;Одинокий;37354;59-70;1
2-8;21-35;Нет;Бесплатный;CC;Женский;Одинокий;32683,9;59-70;1
2-8;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;36090,7;59-70;0
2-8;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;41486,4;59-70;0
2-8;21-35;Нет;Бесплатный;CC;Женский;Одинокий;62484,8;59-70;1
2-8;21-35;Нет;Бюджетный;Auto;Женский;Женат;77021,7;31-45;1
2-8;21-35;Нет;Бюджетный;Auto;Женский;Женат;18893,4;31-45;1
2-8;21-35;Нет;Бюджетный;Auto;Женский;Женат;81420;46-58;1
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;69730,9;<31;1
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;53989,3;<31;1
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;52774;<31;1
9-14;21-35;Да;Бюджетный;CC;Женский;Женат;67750,9;<31;0
9-14;21-35;Да;Бюджетный;CC;Женский;Женат;22767;<31;0
9-14;21-35;Да;Бюджетный;CC;Женский;Женат;14500,3;<31;0
9-14;21-35;Да;Бесплатный;CC;Мужской;Одинокий;77265,5;46-58;0
9-14;21-35;Да;Бесплатный;CC;Мужской;Одинокий;44927;46-58;0
9-14;21-35;Да;Бесплатный;CC;Мужской;Одинокий;25921,4;46-58;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Одинокий;77644,1;59-70;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Одинокий;73089,7;59-70;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Одинокий;30271,4;59-70;0
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;83876,4;71+;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;77665,6;71+;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;30059,6;71+;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;52989,2;46-58;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;82190,5;46-58;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;79952,9;46-58;1
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;48874,7;<31;0
9-14;21-35;Да;Бесплатный;CC;Мужской;Женат;43046,4;<31;1
9-14;21-35;Да;Бесплатный;CC;Мужской;Женат;10391,1;<31;0
9-14;21-35;Да;Бесплатный;CC;Мужской;Женат;9929,4;<31;1
9-14;21-35;Да;Бесплатный;CC;Мужской;Женат;16705,6;<31;0
9-14;21-35;Да;Бесплатный;CC;Мужской;Женат;62789,9;<31;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;59489;<31;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;98734,7;<31;0
9-14;21-35;Да;Бесплатный;CC;Мужской;Женат;67239,4;<31;1
9-14;21-35;Нет;Бесплатный;CC;Женский;Одинокий;7700,73;31-45;1
9-14;21-35;Нет;Бесплатный;CC;Женский;Одинокий;61334,8;31-45;1
9-14;21-35;Нет;Бесплатный;CC;Женский;Одинокий;71861,9;31-45;1
9-14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;50290,7;46-58;0
9-14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;76213,2;46-58;0
9-14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;70004,1;46-58;0
9-14;21-35;Да;Бесплатный;CH;Мужской;Женат;94179,1;46-58;0
9-14;21-35;Да;Бесплатный;CH;Мужской;Женат;46736;46-58;0
9-14;21-35;Да;Бесплатный;CH;Мужской;Женат;29953,1;46-58;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;63712,1;59-70;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;37498,2;59-70;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;47916,3;59-70;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;99309;71+;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;50290,7;71+;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;67634,7;71+;0
9-14;21-35;Да;Бесплатный;CC;Женский;Одинокий;50290,7;31-45;1
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;92885,9;31-45;0
9-14;21-35;Да;Бесплатный;CC;Женский;Одинокий;55977,7;31-45;1
9-14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;64283,2;31-45;0
9-14;21-35;Да;Бесплатный;CC;Женский;Одинокий;15060,6;31-45;1
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;96926,2;31-45;0
9-14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;66649,2;31-45;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;14905;31-45;0
9-14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;8604,64;31-45;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;76837,4;<31;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;36510,9;<31;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;77293;<31;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;1302,4;<31;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;11890,1;<31;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;23537,6;<31;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;73728,3;<31;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;87818,3;<31;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;84629,3;<31;0
9-14;21-35;Да;Бесплатный;CC;Мужской;Одинокий;86629,3;46-58;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;13091,6;46-58;1
9-14;21-35;Да;Бесплатный;CC;Мужской;Одинокий;80844,5;46-58;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;19621,6;46-58;1
9-14;21-35;Да;Бесплатный;CC;Мужской;Одинокий;18913,2;46-58;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;99488,1;46-58;1
9-14;21-35;Да;Бюджетный;Auto;Женский;Женат;40792,3;59-70;1
9-14;21-35;Да;Бюджетный;Auto;Женский;Женат;70052;59-70;1
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;51261,9;59-70;0
9-14;21-35;Да;Бюджетный;Auto;Женский;Женат;64009,7;59-70;1
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;5978,89;59-70;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;95584,5;59-70;0
9-14;21-35;Нет;Бесплатный;CH;Женский;Одинокий;50290,7;71+;1
9-14;21-35;Нет;Бесплатный;CH;Женский;Одинокий;8204,72;71+;1
9-14;21-35;Нет;Бесплатный;CH;Женский;Одинокий;83986,8;71+;1
9-14;21-35;Да;Бесплатный;CC;Женский;Одинокий;95056,9;31-45;0
9-14;21-35;Да;Бесплатный;CC;Женский;Одинокий;14904,1;31-45;0
9-14;21-35;Да;Бесплатный;CC;Женский;Одинокий;94576,2;31-45;0
9-14;21-35;Да;Бюджетный;Auto;Мужской;Женат;7657,96;<31;0
9-14;21-35;Да;Бесплатный;CH;Женский;Одинокий;50530,8;<31;0
9-14;21-35;Да;Бюджетный;Auto;Мужской;Женат;87302,6;<31;0
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Женат;31242,1;<31;0
9-14;21-35;Да;Бесплатный;CH;Женский;Одинокий;62685;<31;0
9-14;21-35;Нет;Бесплатный;CH;Мужской;Женат;58462,3;<31;0
9-14;21-35;Нет;Бесплатный;CH;Мужской;Женат;35235,9;<31;0
9-14;21-35;Нет;Бесплатный;CH;Мужской;Женат;76142;<31;0
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Женат;50290,7;<31;0
9-14;21-35;Да;Бюджетный;Auto;Мужской;Женат;85184,6;<31;0
9-14;21-35;Да;Бесплатный;CH;Женский;Одинокий;78796;<31;0
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Женат;57904,4;<31;0
9-14;21-35;Да;Бюджетный;CC;Женский;Женат;70032,2;31-45;1
9-14;21-35;Да;Бюджетный;CC;Женский;Женат;86549,5;31-45;1
9-14;21-35;Да;Бюджетный;CC;Женский;Женат;54164,9;31-45;1
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;44566,6;46-58;0
9-14;21-35;Да;Бюджетный;CC;Женский;Женат;17499,2;46-58;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;93322,1;46-58;1
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;91136,2;46-58;0
9-14;21-35;Да;Бюджетный;CC;Женский;Женат;24855,7;46-58;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;16814,1;46-58;1
9-14;21-35;Да;Бюджетный;CC;Женский;Женат;6528,38;46-58;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;61550,6;46-58;1
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;68203,8;46-58;0
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;81875,8;59-70;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;98129;59-70;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;91346,9;59-70;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;97445,2;71+;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;49453,8;71+;1
9-14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;83876,4;71+;1
9-14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;77129,1;71+;1
9-14;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;55634,8;71+;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;73728,3;71+;1
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;41416,8;31-45;1
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;26609,9;31-45;1
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;50290,7;31-45;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;3184,42;<31;0
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;7071,46;<31;0
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;37120;<31;0
9-14;21-35;Да;Бесплатный;CC;Женский;Одинокий;81686,6;31-45;0
9-14;21-35;Да;Бесплатный;CC;Женский;Одинокий;54430,2;31-45;0
9-14;21-35;Да;Бесплатный;CC;Женский;Одинокий;62751,3;31-45;0
9-14;21-35;Да;Бюджетный;CH;Женский;Женат;21744,9;46-58;1
9-14;21-35;Да;Бесплатный;CH;Женский;Женат;50050,5;46-58;1
9-14;21-35;Да;Бюджетный;CH;Женский;Женат;85205,1;46-58;1
9-14;21-35;Да;Бесплатный;CH;Женский;Женат;11676,2;46-58;1
9-14;21-35;Да;Бюджетный;CH;Женский;Женат;23536;46-58;1
9-14;21-35;Да;Бесплатный;CH;Женский;Женат;17819,9;46-58;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;95184,9;59-70;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;85246,6;59-70;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;24325,8;59-70;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;26107,5;31-45;1
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Одинокий;79771,3;31-45;0
9-14;21-35;Да;Бесплатный;CH;Женский;Женат;76486,8;31-45;1
9-14;21-35;Да;Бесплатный;CH;Женский;Женат;54486,5;31-45;1
9-14;21-35;Да;Бесплатный;CH;Женский;Женат;71035,4;31-45;1
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Одинокий;88990,6;31-45;0
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;64977,4;31-45;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Женат;40027,6;46-58;1
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Одинокий;56421,8;46-58;0
9-14;21-35;Да;Бюджетный;Auto;Мужской;Одинокий;53919,9;31-45;0
9-14;21-35;Нет;Бюджетный;Auto;Женский;Одинокий;38348,1;31-45;1
9-14;21-35;Да;Бюджетный;Auto;Мужской;Одинокий;57322,1;31-45;0
9-14;21-35;Нет;Бюджетный;Auto;Женский;Одинокий;37168,9;31-45;1
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Женат;70492,4;31-45;0
9-14;21-35;Да;Бюджетный;Auto;Мужской;Одинокий;25108,2;31-45;0
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Женат;97445,2;31-45;0
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Женат;64009,7;31-45;0
9-14;21-35;Нет;Бюджетный;Auto;Женский;Одинокий;44596,4;31-45;1
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;73089,7;46-58;0
9-14;21-35;Нет;Бесплатный;Auto;Мужской;Женат;95971,9;46-58;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;18064,4;46-58;0
9-14;21-35;Нет;Бесплатный;Auto;Мужской;Женат;86770,4;46-58;0
9-14;21-35;Нет;Бесплатный;Auto;Мужской;Женат;9148,27;46-58;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Одинокий;18151,6;46-58;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;59478,8;59-70;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;10878,5;59-70;0
9-14;21-35;Да;Бюджетный;CC;Мужской;Женат;65209,6;59-70;0
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Одинокий;62275,3;71+;0
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Одинокий;33377,3;71+;0
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Одинокий;2976,91;71+;0
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Женат;18064,4;31-45;0
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;38450,2;31-45;1
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;10764,6;31-45;1
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Женат;36939,7;31-45;0
9-14;21-35;Нет;Бюджетный;Auto;Мужской;Женат;93302,9;31-45;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;99100,1;31-45;0
9-14;21-35;Нет;Бюджетный;CC;Женский;Одинокий;25303,2;31-45;1
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;95877,7;31-45;0
9-14;21-35;Нет;Бесплатный;CC;Мужской;Женат;52366,4;46-58;0
15-20;21-35;Да;Бесплатный;CH;Мужской;Одинокий;76213,2;<31;0
15-20;21-35;Да;Бюджетный;CC;Женский;Женат;36510,9;<31;1
15-20;21-35;Да;Бюджетный;CC;Женский;Женат;72358,6;<31;1
15-20;21-35;Да;Бюджетный;CC;Женский;Женат;28197,3;<31;1
15-20;21-35;Да;Бесплатный;CH;Мужской;Одинокий;4347,25;<31;0
15-20;21-35;Да;Бесплатный;CH;Мужской;Одинокий;76845,3;<31;0
15-20;21-35;Да;Бесплатный;Auto;Женский;Одинокий;29854,3;31-45;0
15-20;21-35;Нет;Бесплатный;CC;Женский;Женат;59758,4;31-45;0
15-20;21-35;Нет;Бесплатный;CC;Женский;Женат;50290,7;31-45;0
15-20;21-35;Нет;Бесплатный;CC;Женский;Женат;92981,2;31-45;0
15-20;21-35;Да;Бесплатный;Auto;Женский;Одинокий;33520,9;31-45;0
15-20;21-35;Да;Бесплатный;Auto;Женский;Одинокий;33065;31-45;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;55371,8;59-70;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;86711,3;59-70;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;11691,2;59-70;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;78855,5;71+;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;89344,4;71+;0
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;85753,8;71+;0
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;82051,9;71+;0
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;8172,8;71+;0
15-20;21-35;Нет;Бюджетный;CH;Мужской;Одинокий;94179,1;71+;0
15-20;21-35;Нет;Бюджетный;CH;Мужской;Одинокий;56816,4;71+;0
15-20;21-35;Нет;Бюджетный;CH;Мужской;Одинокий;34994,1;71+;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;4961,5;71+;0
15-20;21-35;Нет;Бесплатный;CC;Женский;Женат;3902,04;31-45;1
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;9925,68;31-45;0
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;77265,5;31-45;0
15-20;21-35;Нет;Бесплатный;CC;Женский;Женат;79972,6;31-45;1
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;49551,8;31-45;1
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;25303,2;31-45;0
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;58087,5;31-45;1
15-20;21-35;Нет;Бесплатный;CC;Женский;Женат;2759,49;31-45;1
15-20;21-35;Нет;Бесплатный;CC;Женский;Одинокий;22781,6;31-45;1
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;49551,8;46-58;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;91655,8;46-58;0
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;30057,4;46-58;0
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;11693,3;46-58;0
15-20;21-35;Нет;Бесплатный;CC;Мужской;Женат;57237,9;46-58;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Одинокий;12439,4;46-58;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Одинокий;15906;59-70;1
15-20;21-35;Нет;Бесплатный;CH;Женский;Женат;91008,7;59-70;0
15-20;21-35;Нет;Бесплатный;CH;Женский;Женат;80667,4;59-70;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Одинокий;24896,1;59-70;1
15-20;21-35;Нет;Бесплатный;CH;Женский;Женат;19173,6;59-70;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Одинокий;50290,7;59-70;1
15-20;21-35;Да;Бюджетный;CC;Женский;Женат;37571,1;31-45;0
15-20;21-35;Да;Бюджетный;CC;Женский;Женат;51611,3;31-45;0
15-20;21-35;Да;Бюджетный;CC;Женский;Женат;4592,8;31-45;0
15-20;21-35;Нет;Бюджетный;CH;Женский;Женат;38925,5;<31;0
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Женат;76511,3;<31;0
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Женат;4581,9;<31;0
15-20;21-35;Нет;Бюджетный;Auto;Мужской;Женат;57952,6;<31;0
15-20;21-35;Нет;Бюджетный;CH;Женский;Женат;69984,1;<31;0
15-20;21-35;Нет;Бюджетный;CH;Женский;Женат;1433,72;<31;0
15-20;21-35;Да;Бюджетный;CC;Женский;Одинокий;88413,4;31-45;0
15-20;21-35;Да;Бесплатный;CC;Мужской;Одинокий;88408,2;31-45;0
15-20;21-35;Да;Бесплатный;CC;Мужской;Одинокий;8372,23;31-45;0
15-20;21-35;Да;Бюджетный;CC;Женский;Одинокий;57482,7;31-45;0
15-20;21-35;Да;Бесплатный;CC;Мужской;Одинокий;91346,9;31-45;0
15-20;21-35;Да;Бюджетный;CC;Женский;Одинокий;94083,3;31-45;0
15-20;21-35;Нет;Бюджетный;CH;Мужской;Женат;49724,1;46-58;1
15-20;21-35;Нет;Бюджетный;CH;Мужской;Женат;15865;46-58;1
15-20;21-35;Нет;Бюджетный;CH;Мужской;Женат;40027,6;46-58;1
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;81711,9;59-70;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;39383,4;59-70;0
15-20;21-35;Нет;Бюджетный;CC;Мужской;Женат;11434,6;59-70;0
15-20;21-35;Нет;Бесплатный;CH;Мужской;Женат;869,57;71+;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;2645,1;71+;1
15-20;21-35;Нет;Бесплатный;CH;Женский;Одинокий;76161,4;71+;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;73334,3;71+;1
15-20;21-35;Нет;Бесплатный;CH;Мужской;Женат;61453,1;71+;0
15-20;21-35;Нет;Бесплатный;CH;Женский;Одинокий;58310,2;71+;0
15-20;21-35;Нет;Бюджетный;CC;Женский;Женат;83378,3;71+;1
15-20;21-35;Нет;Бесплатный;CH;Женский;Одинокий;9431,04;71+;0
