age;ed;employ;address;income;debtinc;creddebt
34;Неполное среднее;13;2;46,2;10,16;1,8
34;Незаконченное высшее;6;14;19,2;10,71;0,17
45;Неполное среднее;17;9;59,6;6,92;2,38
42;Среднее специальное;17;13;54;3,93;0,52
23;Среднее;2;2;34,7;4,34;0,36
34;Среднее;15;1;42,3;20,46;3,21
34;Неполное среднее;1;6;18,8;13,35;0,76
27;Неполное среднее;11;8;33,9;3,19;0,43
29;Неполное среднее;11;5;46,1;23,55;0,97
37;Неполное среднее;2;3;28,3;15,5;1,61
38;Среднее специальное;6;17;50,6;3,95;0,15
47;Среднее специальное;23;1;58,9;22,37;0,74
30;Неполное среднее;6;5;40,9;1,31;0,1
29;Неполное среднее;6;8;24,5;5,14;0,26
40;Неполное среднее;10;13;53,6;15,54;3,76
29;Неполное среднее;8;3;25,7;16,87;0,84
38;Среднее;5;17;28,6;6,48;0,4
29;Неполное среднее;10;5;62,7;8,88;2,77
40;Неполное среднее;18;1;66,9;8,72;1,11
28;Среднее;6;2;43,1;9,37;0,76
37;Среднее специальное;9;10;57,5;7,13;1,48
33;Неполное среднее;15;0;42,1;24,6;1,65
39;Неполное среднее;18;12;61,1;4,42;0,42
32;Неполное среднее;8;0;34;1,5;0,13
53;Неполное среднее;31;25;131,7;5,87;4,07
22;Среднее;1;1;14,4;5,71;0,33
26;Неполное среднее;2;1;23,4;2,31;0,03
26;Неполное среднее;0;0;20,4;10,84;0,29
51;Неполное среднее;10;2;64,8;3,78;1,54
43;Неполное среднее;18;15;76,1;11,01;4,65
30;Среднее;12;7;69,9;14,42;6,21
27;Среднее;0;3;22,6;8,26;1,12
22;Неполное среднее;4;0;20,4;5,47;0,71
36;Среднее;0;16;17,2;9,88;0,18
42;Среднее;12;21;33,9;7,22;0,95
41;Неполное среднее;24;5;77,3;8,07;1,29
28;Среднее специальное;0;2;25,9;9,99;1,29
46;Среднее;5;19;65,2;8,01;1,4
44;Неполное среднее;26;3;91,7;7,32;1,32
53;Неполное среднее;29;15;122;12,24;5,51
33;Среднее;13;2;81,2;3,62;0,1
45;Среднее;13;15;38,4;2,3;0,14
27;Неполное среднее;6;7;18,7;4,36;0,34
39;Среднее;1;13;23,9;15,86;0,38
29;Среднее;9;4;37,2;5,56;0,59
31;Среднее;9;8;60;13,66;5,04
43;Неполное среднее;17;3;74,8;6,9;2,17
31;Среднее;6;8;47,2;6,64;1,91
33;Среднее;10;2;110,4;13,98;7,38
37;Неполное среднее;10;10;35,9;17,97;1,9
48;Среднее специальное;23;2;73,5;1,84;0,7
29;Неполное среднее;5;7;19,2;23,45;2,46
46;Среднее;27;23;144,8;20,83;13,81
39;Неполное среднее;20;7;46,2;7,21;0,65
24;Среднее специальное;2;3;25,5;15,73;1,33
50;Среднее;19;6;121,6;8,79;5,71
52;Неполное среднее;13;14;60,5;11,15;3,33
31;Неполное среднее;7;0;26,2;12,43;0,57
38;Среднее;2;13;46,8;14,54;2,74
40;Среднее специальное;9;11;48,9;8,67;0,68
32;Среднее;10;5;31,9;6,11;0,29
29;Незаконченное высшее;3;6;34,3;15,33;2,36
33;Среднее;4;9;26,2;8,59;1,09
40;Высшее, ученая степень;9;12;72,5;2,34;0,52
36;Среднее;7;17;28,6;2,07;0,11
50;Неполное среднее;25;12;135,3;8,89;6,69
43;Неполное среднее;17;24;44,3;2,7;0,78
24;Неполное среднее;0;1;12,9;8,42;0,37
32;Среднее;0;2;27,7;11,52;0,63
38;Неполное среднее;17;11;73,3;28,6;8,34
51;Среднее специальное;20;9;145,6;5,46;1,43
29;Неполное среднее;2;3;16,5;28,43;2,49
46;Неполное среднее;1;23;21,8;7,64;1,23
27;Незаконченное высшее;1;3;23,1;17,9;2,47
25;Неполное среднее;3;3;16,4;17,15;0,43
48;Неполное среднее;9;11;54;9,19;0,8
28;Среднее;0;6;21,8;7,56;0,69
42;Неполное среднее;20;1;157,5;17,37;2,33
32;Неполное среднее;2;11;22,3;4,36;0,27
44;Неполное среднее;14;4;40,6;2,07;0,3
24;Неполное среднее;0;5;14,9;3,47;0,11
37;Неполное среднее;6;14;33,3;3,04;0,62
34;Среднее;14;5;61,6;12,17;2,21
31;Незаконченное высшее;8;7;90,4;6,92;3,95
31;Неполное среднее;8;7;19,8;5,51;0,41
49;Среднее;29;1;94,7;8,42;1,6
29;Неполное среднее;13;0;46,7;13,8;0,66
22;Среднее;2;1;29;3,16;0,17
39;Среднее специальное;10;10;32,7;11,45;1,37
45;Неполное среднее;9;7;46,1;11,46;3,36
31;Среднее;12;3;58,8;8,42;1,84
32;Среднее;8;13;41,2;6,01;1,46
53;Неполное среднее;20;0;73,4;32,92;3,31
51;Среднее специальное;18;28;79,4;3,35;1,51
36;Неполное среднее;19;13;35,9;17,8;3,05
30;Неполное среднее;4;4;26,5;1,24;0,06
34;Среднее;14;9;109;10,59;3,24
41;Среднее специальное;16;13;22,5;5,53;0,55
31;Незаконченное высшее;5;11;28,4;18,68;1,67
31;Среднее;3;10;30,4;13,74;1,82
38;Неполное среднее;7;5;22,6;3,28;0,17
45;Среднее;20;16;117,4;7,24;2,15
36;Неполное среднее;17;4;83,1;19,81;4,53
26;Среднее;7;3;24,7;0,41;0,04
48;Неполное среднее;8;26;35,1;4,3;0,51
39;Среднее;14;11;96,9;7,67;1,85
23;Среднее специальное;0;3;22,5;29,9;1,31
41;Неполное среднее;11;22;34;2,1;0,04
41;Неполное среднее;15;8;41,5;12,83;1,98
45;Неполное среднее;23;1;142,1;13,6;1,91
39;Среднее специальное;7;16;21,6;7,68;0,67
40;Среднее;20;1;140,1;13,52;7,73
28;Незаконченное высшее;0;2;17,2;9,13;0,38
40;Среднее;20;9;140,6;10,84;2,44
39;Неполное среднее;13;12;51,8;22,16;2,11
40;Среднее специальное;16;16;87,7;17,46;1,67
46;Среднее специальное;8;0;42,8;3,75;0,85
37;Неполное среднее;12;16;106,6;9,76;2,82
32;Среднее;11;13;36,7;8,41;1,27
33;Неполное среднее;0;7;18,8;12,17;1
31;Среднее;6;8;25,9;12,09;0,71
37;Неполное среднее;5;17;36,1;5,52;0,31
36;Среднее;2;2;44,9;4,98;0,75
25;Среднее специальное;3;0;30,4;18,02;3,33
47;Неполное среднее;24;5;50,4;11,83;2,79
31;Неполное среднее;13;3;39,2;7,16;0,63
35;Неполное среднее;5;5;25,8;15,68;2,95
25;Незаконченное высшее;1;2;39,8;8,89;1,05
41;Неполное среднее;10;7;31;29,2;3,2
53;Среднее;32;24;393;7,11;15,03
36;Среднее;8;16;74,9;12,43;1,02
27;Неполное среднее;7;3;22,9;1,29;0,06
38;Неполное среднее;9;5;39,9;15,25;2,94
33;Неполное среднее;9;11;35,3;15,02;2,07
29;Неполное среднее;0;2;20,3;14,39;0,34
47;Неполное среднее;19;6;78,6;8,59;1,36
33;Неполное среднее;7;11;28,1;3,1;0,36
32;Незаконченное высшее;4;0;48,9;13,52;0,81
49;Среднее;5;0;64;22,55;10,67
42;Незаконченное высшее;1;7;28;14,47;1,69
33;Неполное среднее;10;1;17,5;4,86;0,11
38;Среднее специальное;4;16;36,5;11,56;0,96
41;Незаконченное высшее;15;8;117,2;14,79;5,89
44;Неполное среднее;8;3;19,9;8,39;0,5
43;Среднее;4;21;38,3;11,35;0,52
49;Среднее специальное;5;27;54,7;6,59;1,81
29;Неполное среднее;0;5;16,5;19,57;1,35
33;Неполное среднее;8;3;37,2;8,08;0,76
43;Неполное среднее;17;22;38,8;12,12;1,11
43;Неполное среднее;0;9;24,9;3,13;0,15
40;Среднее специальное;0;15;60,3;13,45;3,07
33;Среднее;8;3;64,9;11,16;1,85
32;Среднее;8;3;46,8;3,49;0,2
53;Среднее;10;21;72,5;11,86;1,3
34;Неполное среднее;0;10;23,3;11,85;0,32
39;Неполное среднее;6;6;29,2;1,67;0,17
37;Неполное среднее;1;5;21;4,04;0,28
52;Неполное среднее;34;32;160,9;10,78;5,76
32;Неполное среднее;10;12;28,6;3,85;0,52
32;Неполное среднее;2;5;27,8;10,87;0,49
41;Незаконченное высшее;12;0;24,7;10,92;1,48
45;Среднее специальное;20;12;127,4;9;1,8
48;Неполное среднее;29;20;141,4;10,39;2,94
22;Среднее;0;1;28,9;11,26;0,62
30;Среднее специальное;7;4;21,5;10,92;1,51
36;Среднее специальное;6;7;25,8;8,41;1,26
32;Незаконченное высшее;0;13;51,7;6,94;0,6
48;Среднее;21;1;92,3;17,65;3,65
27;Незаконченное высшее;0;4;86,1;4,95;0,86
44;Незаконченное высшее;11;21;180,1;0,99;0,47
26;Среднее специальное;2;1;56,6;17,34;1,32
42;Неполное среднее;0;3;22,4;3,63;0,26
33;Неполное среднее;4;4;19;7,44;0,8
34;Неполное среднее;4;13;40,8;15,04;0,39
32;Высшее, ученая степень;4;4;35,3;5,19;0,12
34;Среднее;7;1;39,9;15,3;1,97
43;Неполное среднее;6;21;30,1;4,21;0,55
33;Неполное среднее;1;4;27,4;6,36;0,91
39;Неполное среднее;7;8;33,7;14,29;1,76
48;Среднее;25;16;334,9;6,56;17,82
24;Среднее;0;0;29;7,17;0,61
48;Незаконченное высшее;8;28;45,7;13,71;1,9
38;Среднее;4;3;19,5;7,25;0,18
32;Неполное среднее;6;9;25,1;8,14;1,18
36;Неполное среднее;6;5;34,4;8,03;1,47
24;Среднее;2;0;16,2;18,72;1,72
36;Среднее;9;11;60;14,84;5,19
25;Неполное среднее;9;1;45,1;8,47;1,37
38;Неполное среднее;7;17;43;14,81;1,16
26;Неполное среднее;8;0;26;6,17;0,14
24;Неполное среднее;6;2;26;22,74;1,83
39;Среднее;3;14;35;12,88;2,22
31;Неполное среднее;12;1;31,8;4,19;0,75
32;Среднее;11;0;40,9;2,04;0,45
38;Неполное среднее;11;9;66,2;7,03;0,39
48;Неполное среднее;2;10;42,4;19,89;4,1
42;Неполное среднее;17;3;88,8;11,47;3,17
36;Неполное среднее;11;7;33,5;8,77;1,34
38;Среднее;2;7;61,7;1,14;0,16
39;Среднее;17;11;40,5;9,83;1,65
29;Неполное среднее;1;1;22,9;1,01;0,08
27;Среднее;3;4;25,8;9,04;1,9
42;Среднее специальное;5;22;31,9;13,63;1,3
39;Среднее;8;0;25,8;20,82;2,67
42;Неполное среднее;2;3;22,6;7,35;0,9
26;Среднее;0;0;14,1;15,99;1,11
44;Среднее;20;22;91,1;6,19;2,58
28;Неполное среднее;12;5;26,3;3,72;0,62
31;Среднее специальное;8;1;21,8;7,9;0,95
41;Среднее специальное;7;9;71;20,5;6,16
34;Неполное среднее;8;15;32,6;7,06;0,13
27;Среднее;9;2;38,7;4,95;1,4
45;Неполное среднее;23;3;69,1;8,14;1,41
45;Среднее специальное;22;6;116,5;4,67;1,04
44;Незаконченное высшее;19;9;54,5;7,19;1,32
37;Неполное среднее;0;12;17,4;9,66;0,23
40;Неполное среднее;23;2;57,6;2,88;0,36
31;Неполное среднее;8;3;35,7;9,54;0,48
49;Неполное среднее;27;21;105;13,44;0,45
35;Неполное среднее;4;8;19,1;2,91;0,43
30;Среднее;10;7;38,8;3,49;0,1
35;Среднее специальное;13;6;48,3;6,82;1,37
28;Неполное среднее;9;2;31,1;13,68;0,91
22;Среднее;1;3;13,8;6,53;0,14
27;Неполное среднее;9;8;16,4;7,95;0,72
39;Неполное среднее;10;12;29,4;4,33;0,24
44;Неполное среднее;5;16;33,1;14,43;0,65
28;Неполное среднее;11;4;26,1;16,6;0,88
22;Неполное среднее;6;1;19,6;9,53;0,12
35;Неполное среднее;6;1;28,7;8,25;0,49
32;Неполное среднее;0;7;18;7,82;0,86
29;Неполное среднее;2;7;28,1;10,26;0,97
36;Среднее;17;15;78;6,36;2,94
27;Неполное среднее;6;7;32,8;22,3;2,16
27;Высшее, ученая степень;1;7;32,3;7,58;1,49
22;Незаконченное высшее;0;1;22,9;12,34;1,27
55;Неполное среднее;34;27;170,5;18,48;2,27
29;Неполное среднее;10;8;30,3;4,4;0,82
39;Неполное среднее;9;8;51,3;5,84;0,37
39;Неполное среднее;14;2;30,4;5,08;0,78
46;Среднее специальное;10;22;88,4;4,46;1,4
31;Неполное среднее;6;8;20,3;1,33;0,1
40;Среднее;6;5;33;13,85;0,91
35;Среднее;13;8;39,7;4,87;1,1
26;Неполное среднее;3;6;17,8;22,19;0,69
44;Неполное среднее;14;12;56,5;3,11;0,37
38;Среднее;9;18;76,8;15,67;7,11
38;Неполное среднее;5;2;40,8;21,8;1,97
30;Среднее;11;3;38,9;22,33;0,55
23;Неполное среднее;5;4;23,7;20,76;1,39
33;Неполное среднее;17;12;28,2;4,99;0,04
49;Неполное среднее;6;13;32;6,54;0,18
33;Неполное среднее;12;3;55,6;12,83;1,03
22;Неполное среднее;2;3;16,2;15,2;0,87
30;Неполное среднее;1;1;18,9;1,08;0,08
20;Среднее;1;1;18,3;15,31;0,33
32;Среднее;7;12;16,6;7,57;0,64
28;Неполное среднее;4;5;24,2;11,59;0,77
21;Неполное среднее;5;0;17,4;8,52;0,42
24;Среднее;3;1;32,3;4,72;0,54
37;Среднее;0;16;32,3;13,8;2,13
56;Неполное среднее;31;21;154,5;17,54;17,32
39;Неполное среднее;4;17;23,9;9,9;0,85
25;Неполное среднее;3;5;29,7;12,09;0,29
39;Среднее;4;0;37,5;2,81;0,38
33;Среднее;11;6;77,6;4,35;1,88
37;Неполное среднее;16;17;46,6;13,68;1,41
39;Неполное среднее;3;18;29,8;5,65;0,41
28;Неполное среднее;0;0;15,5;7,72;0,31
36;Неполное среднее;7;12;35,6;2,97;0,26
37;Неполное среднее;19;10;78,9;5,01;0,84
29;Неполное среднее;11;7;44;12,83;3,18
36;Среднее;2;8;33;16,4;3,2
34;Среднее;3;3;25,3;9,97;0,62
47;Среднее специальное;13;1;66,4;5,11;1,92
23;Среднее;4;1;26,4;14,76;1,17
27;Среднее;6;0;39,1;5,25;0,56
30;Неполное среднее;5;7;20,3;17,1;0,11
28;Неполное среднее;9;3;25,2;3,54;0,2
41;Неполное среднее;23;3;113,5;9,51;3,72
44;Среднее;20;12;80,7;20,01;3,41
36;Среднее;10;13;29,1;5,38;0,71
36;Неполное среднее;19;10;43,1;2,23;0,45
41;Среднее специальное;8;18;42,8;2,54;0,28
26;Неполное среднее;5;3;19,9;9,08;0,96
21;Неполное среднее;2;2;31,3;10,47;0,79
50;Неполное среднее;24;4;96,2;1,35;0,11
32;Неполное среднее;7;8;21,8;13,8;1
47;Неполное среднее;10;9;48,3;18,2;3,51
34;Среднее специальное;9;0;45,9;6,31;0,45
29;Неполное среднее;7;6;23,3;9,64;1,11
28;Неполное среднее;1;4;24,8;29,47;2,01
41;Среднее;22;19;168,7;5,1;6,21
30;Неполное среднее;8;2;28,4;21,66;2,39
34;Среднее;11;7;37,7;3,69;0,58
53;Неполное среднее;31;15;175,4;16,22;8,68
32;Среднее;1;1;21,5;5,82;0,25
39;Среднее;8;19;29,6;8,78;0,68
44;Среднее;10;17;47,7;8,15;1,33
33;Неполное среднее;6;2;27,3;5,31;0,66
34;Незаконченное высшее;7;5;36,1;12,16;1,28
51;Неполное среднее;10;30;30,2;3,45;0,27
46;Среднее;0;21;27;30,01;6,5
42;Среднее;20;10;128,3;6,89;3,88
21;Неполное среднее;0;0;17,5;4,89;0,24
50;Среднее;5;8;34,8;16,43;2,82
33;Неполное среднее;14;10;42;11,56;0,87
30;Неполное среднее;12;6;31,5;18,47;2,9
28;Неполное среднее;9;5;21,5;3,22;0,22
21;Неполное среднее;5;1;26,2;4,27;0,64
33;Среднее специальное;7;10;46,6;16,41;1,93
39;Среднее;4;15;27,8;12,63;0,68
26;Неполное среднее;5;6;20,4;3,67;0,24
39;Среднее;14;1;81,2;8,52;1,79
39;Среднее;4;11;33,4;2,13;0,54
33;Среднее;15;4;61,9;12,94;2,73
29;Неполное среднее;11;9;29,6;0,37;0,05
46;Среднее;13;25;67,7;14,49;5,92
31;Неполное среднее;10;9;26,2;8,18;0,95
38;Среднее специальное;6;12;96,9;13,99;0,95
30;Неполное среднее;0;2;19;25,22;1,51
41;Среднее;4;6;37,9;3,93;0,84
35;Незаконченное высшее;4;4;31,2;2,4;0,25
35;Среднее специальное;11;3;62,1;6,82;1,19
55;Неполное среднее;26;27;159,3;10,61;0,71
43;Неполное среднее;25;20;119,9;13,8;4,17
42;Среднее;0;22;21,7;13,98;1,03
24;Среднее;2;4;32,4;10,36;1,01
26;Среднее специальное;3;2;23,5;5,51;0,2
40;Среднее;6;15;24,5;3,47;0,12
26;Среднее;2;1;24,7;8,75;0,12
25;Неполное среднее;8;2;34,5;5,29;0,73
35;Неполное среднее;8;13;28,7;32,85;6,35
35;Неполное среднее;11;12;27,5;6,8;0,61
44;Среднее;21;5;135,9;4,53;2,19
37;Среднее;1;17;25,5;4,19;0,53
24;Среднее;5;5;31,2;9,47;1,37
43;Неполное среднее;6;20;34;3,66;0,53
32;Неполное среднее;6;4;37,6;6,62;0,63
29;Среднее;9;1;60,1;8,5;2,26
42;Неполное среднее;9;21;21,1;3,55;0,36
39;Среднее специальное;0;9;25,1;11,45;1,09
24;Неполное среднее;3;4;25,1;2,13;0,11
27;Неполное среднее;4;3;20,6;20,16;0,79
26;Неполное среднее;8;4;29;15,5;0,45
25;Неполное среднее;1;5;18,8;12,3;1,22
31;Неполное среднее;9;7;24,7;33,78;6,48
48;Среднее;27;1;147,5;8,67;6,34
38;Неполное среднее;15;1;41,5;3,68;1,01
33;Среднее;10;4;37,3;24,29;3,99
42;Неполное среднее;19;23;50;3,17;0,46
36;Среднее;16;6;101,5;6,33;3,25
21;Среднее;2;0;21,8;9,35;1,01
34;Неполное среднее;10;9;56;8,82;0,94
35;Неполное среднее;2;10;21,9;6,43;0,62
40;Среднее;14;1;50,7;9,19;3,65
41;Среднее;17;20;50,1;0,85;0,13
32;Среднее;10;1;46,5;8;1,27
41;Среднее;19;11;72,6;15,91;5,29
38;Неполное среднее;4;13;23,6;0,9;0,1
45;Неполное среднее;1;2;32,7;13,23;0,1
41;Среднее;15;12;83,8;1,26;0,48
34;Среднее;15;11;40,5;10,25;1,95
32;Неполное среднее;9;1;30,8;3,14;0,15
41;Среднее;21;13;81,2;3,81;0,95
33;Неполное среднее;8;4;44,2;2,2;0,26
25;Среднее;4;6;29,9;3,18;0,43
31;Неполное среднее;8;2;32,2;14,07;1,1
29;Среднее;1;8;23,5;5,44;0,16
39;Неполное среднее;17;6;45,2;1,4;0,33
34;Незаконченное высшее;8;15;19,4;13,89;0,65
34;Неполное среднее;6;12;25;16,69;2,09
30;Среднее;7;6;50,6;1,9;0,66
53;Среднее специальное;27;32;414,2;5,9;10,63
52;Неполное среднее;10;28;29,5;19,81;3,57
24;Неполное среднее;4;3;15,7;1,34;0,1
39;Неполное среднее;8;18;25,4;10,5;0,9
52;Среднее;0;20;22,3;23,54;2,43
39;Среднее;1;5;48,8;18,43;0,67
37;Неполное среднее;7;17;58,7;16,81;3,12
28;Среднее;2;3;16,3;5;0,29
32;Неполное среднее;6;13;17,7;10,47;0,67
34;Незаконченное высшее;3;11;24,4;1,55;0,21
29;Среднее;0;9;27,6;14,47;2,55
39;Неполное среднее;22;14;64,2;15,4;3,39
23;Среднее специальное;0;2;23,5;4,65;0,3
40;Неполное среднее;2;2;26,4;13,51;1,13
48;Неполное среднее;12;14;24,3;8,47;0,32
29;Среднее;2;8;26,8;9,77;1,72
43;Неполное среднее;2;14;32,2;10,43;1,57
49;Среднее;12;2;107,6;5,55;1,77
27;Среднее;9;8;30,8;4,56;0,32
33;Неполное среднее;7;5;27,8;3,52;0,71
27;Среднее;9;4;29,8;5,94;0,25
40;Незаконченное высшее;10;9;53,2;15,13;0,15
31;Неполное среднее;5;11;23,4;22,93;1,94
35;Неполное среднее;16;2;34,7;8,03;1,4
37;Среднее специальное;0;2;57,4;2,83;0,4
35;Среднее;0;1;35,2;4,06;0,53
29;Среднее;7;1;24,5;10,89;0,78
56;Незаконченное высшее;5;8;96,4;1,62;0,86
43;Среднее;2;18;24,7;1,57;0,05
30;Неполное среднее;5;9;45,2;17,91;3,97
31;Неполное среднее;6;4;43;6,15;1,05
49;Неполное среднее;5;1;30,9;6,59;0,93
42;Неполное среднее;1;21;23;5,63;0,51
30;Среднее;8;1;28,4;15,51;2,52
55;Неполное среднее;20;35;55,8;8,28;1,06
47;Неполное среднее;30;17;204,7;6,03;2,06
37;Неполное среднее;5;17;18,7;35,76;4,92
30;Неполное среднее;8;10;38,1;23,81;3,02
29;Среднее;0;1;21,1;8,28;0,31
44;Незаконченное высшее;3;8;21,5;21,14;2,7
28;Среднее;3;7;22,4;12,43;0,87
44;Среднее;1;15;50,8;16,88;2,62
34;Неполное среднее;4;11;21,7;21,76;2,19
41;Неполное среднее;10;10;39,1;23,02;2,11
43;Среднее;14;7;36,3;6,57;0,63
49;Неполное среднее;18;3;68;25,66;6,07
29;Неполное среднее;4;8;21,9;12,93;1,5
47;Среднее специальное;17;24;154,3;13,25;6,66
33;Неполное среднее;16;4;36,7;23,76;0,79
41;Незаконченное высшее;17;0;21,4;11,87;1,74
28;Среднее;7;2;30;11,39;0,53
43;Среднее специальное;1;14;33,2;6,93;0,85
49;Неполное среднее;28;28;78,3;4,39;1,22
38;Неполное среднее;21;4;48,6;7,91;1,02
26;Неполное среднее;2;6;21,6;3,31;0,11
28;Неполное среднее;11;7;28,3;7,3;0,97
33;Неполное среднее;12;13;22,5;10,49;0,29
25;Неполное среднее;4;3;24,9;1,51;0,17
35;Среднее;16;12;53,6;0,76;0,12
42;Незаконченное высшее;6;15;41,6;3,99;0,24
40;Среднее;14;19;175,8;4,36;3,35
38;Неполное среднее;17;16;61,5;9,59;2,35
36;Среднее специальное;9;8;103,7;28,47;5,76
32;Среднее;9;10;38,4;21,01;3,54
34;Неполное среднее;8;10;42;7,83;0,82
32;Неполное среднее;2;12;43,8;7,3;0,83
28;Среднее специальное;7;6;59;12,06;3,12
41;Неполное среднее;4;22;19,7;2,14;0,04
41;Неполное среднее;5;5;41,8;20,56;1,68
55;Среднее;20;26;255,3;1,6;0,59
33;Среднее;3;1;40,1;8,84;1,33
40;Среднее специальное;3;3;24,6;3,28;0,21
34;Среднее;2;0;38,1;3,56;0,22
34;Высшее, ученая степень;4;8;76,5;10,28;1,66
32;Неполное среднее;5;0;22,7;12,19;0,4
43;Среднее;7;2;26;1,94;0,27
26;Среднее;1;6;59,8;15,92;1,07
27;Неполное среднее;1;1;20,4;4,51;0,66
28;Неполное среднее;5;8;27,5;2,35;0,26
26;Неполное среднее;8;6;30;28,23;4,83
39;Неполное среднее;5;1;22,1;17,47;0,3
33;Неполное среднее;4;7;44,6;9,93;1,59
26;Неполное среднее;0;5;24,6;4,39;0,5
28;Неполное среднее;12;6;20,3;10,34;0,69
28;Неполное среднее;4;6;22,6;10,93;1,13
38;Неполное среднее;15;6;69,4;18,37;8,03
44;Неполное среднее;26;16;96;23,73;6,95
22;Среднее специальное;0;2;24,3;19,78;2,39
34;Среднее;1;1;32;9,44;0,88
45;Среднее;17;20;160,5;11,58;2,47
38;Высшее, ученая степень;6;3;229,6;16,17;4,27
41;Неполное среднее;18;2;136,2;17,21;8,32
39;Неполное среднее;12;8;60,3;8,11;1,32
34;Неполное среднее;10;14;46,7;9,13;1,4
43;Неполное среднее;18;7;105,5;1,61;0,38
27;Среднее;3;0;20,3;6,75;0,56
49;Среднее специальное;22;24;105;8,25;1,74
26;Неполное среднее;7;3;22,5;6,44;0,24
23;Среднее;4;4;17,1;3,01;0,19
31;Незаконченное высшее;5;3;27,8;9,67;0,88
50;Среднее специальное;12;7;37,1;22;1,8
32;Неполное среднее;1;1;20,3;26,94;0,63
42;Среднее;22;11;106;8,28;4,03
23;Незаконченное высшее;0;2;16,9;8,3;0,73
34;Среднее;9;4;43,7;3,81;0,51
34;Неполное среднее;8;11;25,1;6,97;1,09
51;Среднее специальное;22;21;123,3;17,57;5,46
26;Неполное среднее;4;7;20,8;14,03;0,42
43;Среднее специальное;7;1;87,1;11,61;3,42
32;Среднее;6;8;26,4;12,92;1,23
32;Неполное среднее;2;7;19,5;1,14;0,09
27;Среднее;1;0;15,9;6,68;0,19
41;Неполное среднее;13;15;48,9;1,3;0,36
25;Неполное среднее;7;1;50,2;16,66;1,25
34;Среднее специальное;10;2;41,9;7,48;1,57
30;Среднее;10;4;32,3;12,69;2,43
35;Среднее;8;3;31,8;3,48;0,42
29;Среднее;9;4;28;12,3;1,73
32;Неполное среднее;4;7;30,3;11,37;0,95
32;Неполное среднее;1;13;27,9;20,57;1,51
21;Среднее;1;1;18,5;11,65;0,74
29;Среднее;2;5;20,6;8,24;1,03
37;Среднее специальное;10;4;52,4;11,21;2,93
23;Неполное среднее;1;4;18,9;3,65;0,34
30;Неполное среднее;1;7;20,1;0,12;0,01
35;Высшее, ученая степень;6;16;43,1;2,8;0,44
44;Неполное среднее;17;21;43,3;11,61;0,43
36;Неполное среднее;13;3;50,6;24,88;5,2
48;Незаконченное высшее;3;8;36,1;21,84;6
41;Среднее;4;4;35,2;8,3;0,2
26;Незаконченное высшее;0;7;65;5,18;1,26
34;Неполное среднее;3;14;20,7;8,02;0,45
23;Неполное среднее;4;0;22,1;20,69;0,54
46;Незаконченное высшее;7;4;391,3;7,58;5,31
44;Среднее специальное;16;5;55,4;2,58;0,24
53;Среднее;25;0;190,3;2,39;1,36
37;Неполное среднее;17;9;51,1;14,61;1,33
29;Среднее;1;10;39;19,55;2,52
31;Среднее специальное;6;3;27,8;2,14;0,09
34;Среднее;15;8;39,6;23,49;1
43;Неполное среднее;24;22;106,7;6,38;4,53
26;Высшее, ученая степень;0;4;29,8;19,83;1,67
34;Неполное среднее;10;4;34,9;7,29;0,08
46;Неполное среднее;15;17;45,1;3,67;0,31
47;Среднее;17;16;60,2;17,6;1,62
33;Неполное среднее;5;0;46,8;5,18;1,64
27;Неполное среднее;6;0;18,9;41,71;1,9
45;Неполное среднее;7;6;30,4;19,22;1,6
35;Неполное среднее;15;16;35,8;31,77;3,62
32;Неполное среднее;2;7;29,4;5,03;0,19
25;Неполное среднее;1;3;17,5;15,87;0,44
29;Неполное среднее;7;7;18,6;3,74;0,12
32;Неполное среднее;1;9;25,9;10,56;1,78
46;Неполное среднее;4;17;43,4;2,57;0,38
31;Среднее;8;8;41,2;14,59;2,13
34;Среднее;7;11;25,5;10,1;0,81
42;Неполное среднее;2;22;27,5;9,31;1,72
33;Среднее;0;9;23,6;9,46;0,22
36;Неполное среднее;4;9;19,3;16,5;1,71
27;Среднее;4;5;24,4;14,66;0,24
33;Среднее;13;11;33,1;6,05;1,14
37;Неполное среднее;5;6;24,3;10,66;0,47
46;Неполное среднее;25;18;52,3;4,26;0,88
30;Неполное среднее;9;4;25,3;8,05;0,91
25;Неполное среднее;2;1;23,8;9,03;1,54
26;Неполное среднее;8;2;21,9;13,41;2,27
25;Неполное среднее;7;5;17,2;10,27;0,28
49;Высшее, ученая степень;16;9;157;0,31;0,2
35;Неполное среднее;8;10;24,9;3,67;0,25
25;Среднее;6;0;21,5;7,31;0,69
46;Среднее специальное;8;12;90,5;1,76;1,23
41;Среднее;12;7;51,6;12,51;1,18
29;Среднее;10;2;55,7;3,39;1,29
37;Неполное среднее;5;8;19,3;16,08;0,97
25;Среднее;3;2;29;16,46;2,53
27;Неполное среднее;3;1;17;25,46;1,8
35;Среднее;8;4;43,9;18,92;3,66
51;Среднее специальное;0;2;45,8;9,28;2,12
37;Среднее специальное;2;3;44,3;9,57;2,17
43;Среднее;11;24;66,6;8,23;1,06
43;Среднее специальное;4;14;31,6;16,33;1,8
28;Неполное среднее;1;2;14,1;14,83;1,21
26;Среднее;5;7;55,6;12,67;2,05
32;Неполное среднее;9;13;20,6;9,41;0,46
32;Неполное среднее;13;2;41,2;3,73;0,25
42;Неполное среднее;9;13;77;11,2;0,89
